215	0.999658	0.000219	0.453247	-0.000219	0.999658	-0.829590
216	1.000101	0.000120	0.016846	-0.000120	1.000101	-0.044250
217	0.999776	-0.000065	0.399170	0.000065	0.999776	-0.232208
218	1.000063	0.000094	0.073608	-0.000094	1.000063	0.011627
219	0.999712	-0.000064	0.544189	0.000064	0.999712	0.017303
220	1.000271	0.000397	0.115967	-0.000397	1.000271	-0.427399
221	0.999695	-0.000005	1.393921	0.000005	0.999695	0.026489
222	1.000265	-0.000285	0.465698	0.000285	1.000265	-0.435638
223	0.999684	0.000240	0.942139	-0.000240	0.999684	0.320801
224	1.000188	-0.000113	0.072144	0.000113	1.000188	-0.274719
225	0.999698	0.000075	0.984863	-0.000075	0.999698	0.037598
226	1.000443	0.000163	0.921143	-0.000163	1.000443	-0.232605
227	0.999669	-0.000153	0.913452	0.000153	0.999669	0.100891
228	1.000270	-0.000023	-0.640503	0.000023	1.000270	0.361023
229	0.999736	-0.000032	0.451782	0.000032	0.999736	0.579987
230	1.000257	-0.000102	0.436035	0.000102	1.000257	-0.748840
231	0.999575	0.000073	1.039551	-0.000073	0.999575	-0.225677
232	1.000357	0.000190	-0.424683	-0.000190	1.000357	-0.434143
233	0.999775	0.000192	0.960083	-0.000192	0.999775	0.288696
234	1.000265	-0.000130	-0.167603	0.000130	1.000265	-0.663177
235	0.999799	0.000132	0.303589	-0.000132	0.999799	0.371765
236	1.000240	-0.000027	-0.037109	0.000027	1.000240	0.023010
237	0.999815	-0.000014	1.284668	0.000014	0.999815	0.753052
238	1.000288	-0.000021	0.780640	0.000021	1.000288	0.315277
239	0.999572	0.000239	0.884277	-0.000239	0.999572	-0.112244
240	1.000292	0.000289	-0.454346	-0.000289	1.000292	-0.436615
241	0.999857	0.000319	0.131714	-0.000319	0.999857	-0.239349
242	1.000218	0.000437	0.542480	-0.000437	1.000218	0.310608
243	0.999701	-0.000171	1.082886	0.000171	0.999701	-0.059723
244	1.000205	-0.000042	0.778564	0.000042	1.000205	0.202301
245	0.999615	-0.000094	1.010010	0.000094	0.999615	0.479950
246	1.000367	-0.000345	0.497925	0.000345	1.000367	-0.300507
247	0.999723	0.000025	1.181152	-0.000025	0.999723	0.226654
248	1.000216	0.000024	0.423706	-0.000024	1.000216	0.015717
249	0.999824	-0.000014	0.239014	0.000014	0.999824	0.061462
250	1.000211	-0.000156	0.451660	0.000156	1.000211	-0.359070
251	0.999671	0.000080	0.695801	-0.000080	0.999671	0.524994
252	1.000306	-0.000138	-0.588013	0.000138	1.000306	-0.129669
253	0.999732	-0.000234	-0.527100	0.000234	0.999732	0.809967
254	1.000253	0.000076	-0.009399	-0.000076	1.000253	0.181976
255	0.999809	-0.000020	0.241699	0.000020	0.999809	0.007019
256	1.000229	-0.000041	-0.670288	0.000041	1.000229	-0.380615
257	0.999669	-0.000159	0.625122	0.000159	0.999669	-0.086517
258	1.000112	-0.000141	-0.037354	0.000141	1.000112	-0.170563
259	0.999756	-0.000229	0.429810	0.000229	0.999756	-0.466400
260	1.000352	-0.000178	-0.277710	0.000178	1.000352	-0.954681
261	0.999925	-0.000259	0.136475	0.000259	0.999925	-0.305450
262	1.000209	-0.000250	-0.267456	0.000250	1.000209	-0.230621
263	0.999612	-0.000206	0.125977	0.000206	0.999612	0.163757
264	1.000339	-0.000519	0.249390	0.000519	1.000339	-0.303223
265	0.999736	-0.000320	0.700073	0.000320	0.999736	0.391693
266	1.000157	-0.000001	-0.253662	0.000001	1.000157	-0.005219
267	0.999831	-0.000211	0.087891	0.000211	0.999831	0.158020
268	1.000143	-0.000034	-1.121826	0.000034	1.000143	-0.252197
269	0.999740	-0.000147	0.446289	0.000147	0.999740	0.059326
270	1.000211	-0.000088	-0.378296	0.000088	1.000211	-0.178253
271	0.999711	-0.000240	-0.059204	0.000240	0.999711	-0.357086
272	1.000285	-0.000061	-1.178711	0.000061	1.000285	-0.274658
273	0.999761	-0.000027	-0.092896	0.000027	0.999761	-0.089630
274	1.000234	-0.000135	-0.077881	0.000135	1.000234	-0.537933
