0	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
1	1.000024	0.000049	-0.007751	-0.000049	1.000024	0.060791	
2	0.999976	-0.000031	0.050476	0.000031	0.999976	-0.041107	
3	1.000042	0.000024	-0.043762	-0.000024	1.000042	0.047089	
4	0.999959	0.000047	0.058350	-0.000047	0.999959	0.049561	
5	1.000113	0.000109	-0.139709	-0.000109	1.000113	0.186676	
6	1.000035	0.000018	-0.041565	-0.000018	1.000035	0.036743	
7	1.000101	0.000011	-0.128235	-0.000011	1.000101	0.024170	
8	1.000006	0.000018	-0.006653	-0.000018	1.000006	0.027374	
9	0.999962	-0.000054	0.049377	0.000054	0.999962	-0.087250	
10	0.999976	-0.000056	0.016907	0.000056	0.999976	-0.061890	
11	0.999905	-0.000163	0.126038	0.000163	0.999905	-0.306030	
12	1.000090	0.000012	-0.127869	-0.000012	1.000090	0.109253	
13	1.000042	0.000021	-0.042114	-0.000021	1.000042	0.023895	
14	0.999938	0.000043	0.084045	-0.000043	0.999938	0.052094	
15	1.000016	0.000081	-0.007812	-0.000081	1.000016	0.119049	
16	1.000036	0.000086	-0.030823	-0.000086	1.000036	0.123383	
17	1.000027	0.000009	-0.026550	-0.000009	1.000027	0.023621	
18	1.000030	0.000024	-0.030762	-0.000024	1.000030	0.048859	
19	1.000024	-0.000037	0.000854	0.000037	1.000024	-0.135529	
20	1.000063	0.000132	-0.090149	-0.000132	1.000063	0.286743	
21	0.999992	0.000095	0.017029	-0.000095	0.999992	0.115021	
22	1.000017	0.000082	-0.021973	-0.000082	1.000017	0.129669	
23	0.999974	0.000011	0.026978	-0.000011	0.999974	0.005585	
24	0.999972	-0.000012	0.029175	0.000012	0.999972	-0.013977	
25	0.999989	-0.000004	0.014282	0.000004	0.999989	0.003876	
26	0.999931	-0.000088	0.076965	0.000088	0.999931	-0.133087	
27	1.000099	0.000029	-0.117859	-0.000029	1.000099	0.097076	
28	0.999979	0.000037	0.041443	-0.000037	0.999979	0.008026	
29	0.999919	0.000071	0.106384	-0.000071	0.999919	0.089172	
30	0.999971	0.000017	0.037354	-0.000017	0.999971	0.015320	
31	0.999970	0.000019	0.042358	-0.000019	0.999970	0.011810	
32	0.999978	0.000021	0.035400	-0.000021	0.999978	0.021454	
33	1.000018	0.000034	-0.006531	-0.000034	1.000018	0.017792	
34	0.999967	0.000068	0.046997	-0.000068	0.999967	0.081482	
35	0.999994	0.000098	0.015991	-0.000098	0.999994	0.116333	
36	0.999962	0.000028	0.045654	-0.000028	0.999962	0.031494	
37	0.999990	-0.000005	0.014832	0.000005	0.999990	-0.014313	
38	1.000013	-0.000015	-0.009033	0.000015	1.000013	-0.022614	
39	1.000033	-0.000020	-0.031494	0.000020	1.000033	-0.032196	
40	1.000042	-0.000001	-0.043396	0.000001	1.000042	-0.001923	
41	1.000022	0.000010	-0.025452	-0.000010	1.000022	0.014923	
42	1.000020	0.000023	-0.007935	-0.000023	1.000020	0.039673	
43	0.999996	-0.000023	0.010620	0.000023	0.999996	-0.028961	
44	0.999970	-0.000066	0.050232	0.000066	0.999970	-0.175232	
45	1.000031	0.000070	-0.059875	-0.000070	1.000031	0.202484	
46	0.999925	-0.000132	0.116638	0.000132	0.999925	-0.272400	
47	1.000021	0.000024	-0.033691	-0.000024	1.000021	0.083893	
48	0.999992	-0.000029	-0.002563	0.000029	0.999992	-0.037140	
49	0.999957	-0.000027	0.051086	0.000027	0.999957	-0.043793	
50	0.999966	-0.000041	0.037476	0.000041	0.999966	-0.058319	
51	0.999932	-0.000036	0.080444	0.000036	0.999932	-0.061462	
52	0.999956	-0.000029	0.052063	0.000029	0.999956	-0.048065	
53	0.999952	-0.000050	0.052490	0.000050	0.999952	-0.069366	
54	1.000014	-0.000016	-0.015259	0.000016	1.000014	-0.013550	
55	0.999961	-0.000031	0.036804	0.000031	0.999961	-0.034393	
56	0.999988	0.000020	0.005676	-0.000020	0.999988	0.026306	
57	0.999985	-0.000005	0.016663	0.000005	0.999985	-0.004059	
58	0.999985	0.000007	0.016235	-0.000007	0.999985	0.022095	
59	1.000075	-0.000010	-0.094238	0.000010	1.000075	0.006317	
60	1.000033	-0.000013	-0.045654	0.000013	1.000033	-0.013306	
61	1.000036	0.000024	-0.047119	-0.000024	1.000036	0.037048	
62	1.000039	-0.000067	-0.053406	0.000067	1.000039	-0.076172	
63	1.000024	-0.000025	-0.021973	0.000025	1.000024	-0.053375	
64	1.000097	0.000072	-0.125000	-0.000072	1.000097	0.156769	
65	0.999961	0.000028	0.050354	-0.000028	0.999961	0.031219	
66	1.000000	0.000044	0.001282	-0.000044	1.000000	0.045410	
67	1.000011	0.000040	-0.012939	-0.000040	1.000011	0.057129	
68	1.000000	-0.000066	0.005371	0.000066	1.000000	-0.072327	
69	1.000013	-0.000029	-0.013123	0.000029	1.000013	-0.034424	
70	0.999885	-0.000139	0.147278	0.000139	0.999885	-0.245270	
71	0.999985	0.000004	-0.000305	-0.000004	0.999985	0.054596	
72	0.999963	0.000014	0.039246	-0.000014	0.999963	0.018188	
73	1.000077	-0.000005	-0.071716	0.000005	1.000077	-0.037598	
74	0.999981	0.000002	0.024170	-0.000002	0.999981	-0.001404	
75	1.000081	0.000019	-0.112976	-0.000019	1.000081	0.062744	
76	1.000035	-0.000006	-0.047241	0.000006	1.000035	0.015106	
77	1.000062	-0.000006	-0.091614	0.000006	1.000062	0.015778	
78	1.000077	0.000007	-0.103149	-0.000007	1.000077	0.033722	
79	1.000007	0.000005	-0.003967	-0.000005	1.000007	0.002319	
80	0.999937	-0.000021	0.083679	0.000021	0.999937	-0.038177	
81	0.999979	0.000004	0.029602	-0.000004	0.999979	-0.001862	
82	0.999959	0.000013	0.057129	-0.000013	0.999959	0.013489	
83	0.999948	0.000036	0.065979	-0.000036	0.999948	0.045502	
84	1.000004	0.000036	-0.002991	-0.000036	1.000004	0.049774	
85	1.000015	0.000000	-0.019958	-0.000000	1.000015	0.010986	
86	1.000128	-0.000023	-0.166504	0.000023	1.000128	-0.000061	
87	1.000025	-0.000043	-0.043884	0.000043	1.000025	-0.045990	
